order_date,product_id,InvoiceNo,Quantity,UnitPrice,Discount,amount
2020-01-03 23:00,SKU_1953,672843,3,99.17,0.03,297.48
2020-01-04 00:00,SKU_1599,356508,5,61.05,0.45,304.8
2020-01-04 01:00,SKU_1022,903591,5,94.77,0.13,473.72
2020-01-04 02:00,SKU_1292,996942,43,15.02,0.02,645.84
2020-01-04 03:00,SKU_1266,206530,23,24.56,0.32,564.56
2020-01-04 04:00,SKU_1528,704365,14,66.41,0.22,929.52
2020-01-04 05:00,SKU_1475,922352,49,49.41,0.38,2420.71
2020-01-04 06:00,SKU_1951,560337,39,36.99,0.38,1442.23
2020-01-04 07:00,SKU_1948,824839,7,36.14,0.34,252.64
2020-01-04 08:00,SKU_1450,905889,35,30.82,0.03,1078.67
2020-01-04 09:00,SKU_1897,559773,38,81.28,0.18,3088.46
2020-01-04 10:00,SKU_1284,308261,14,36.13,0.34,505.48
2020-01-04 11:00,SKU_1312,864469,17,8.62,0.13,146.41
2020-01-04 12:00,SKU_1161,441097,7,15.96,0.28,111.44
2020-01-04 13:00,SKU_1589,415139,20,49.92,0.4,998.0
2020-01-04 14:00,SKU_1121,271829,34,13.63,0.08,463.34
2020-01-04 15:00,SKU_1480,371836,30,83.42,0.45,2502.15
2020-01-04 16:00,SKU_1111,538974,40,91.57,0.35,3662.45
2020-01-04 17:00,SKU_1238,302283,13,7.54,0.38,97.64
2020-01-04 18:00,SKU_1209,296769,6,87.27,0.08,523.54
2020-01-04 19:00,SKU_1348,661353,27,68.95,0.45,1861.2
2020-01-04 20:00,SKU_1510,323165,18,33.22,0.22,597.74
2020-01-04 21:00,SKU_1001,723587,24,25.98,0.13,623.39
2020-01-04 22:00,SKU_1891,635822,32,41.15,0.4,1316.4
2020-01-04 23:00,SKU_1714,587879,39,60.36,0.07,2353.97
2020-01-05 00:00,SKU_1798,664685,26,24.81,0.4,644.66
2020-01-05 01:00,SKU_1628,882038,34,88.14,0.07,2996.69
2020-01-05 02:00,SKU_1880,453531,21,3.75,0.02,78.73
2020-01-05 03:00,SKU_1460,363160,28,7.96,0.35,222.53
2020-01-05 04:00,SKU_1811,679879,5,48.24,0.18,241.02
2020-01-05 05:00,SKU_1894,320884,42,34.93,0.41,1466.65
2020-01-05 06:00,SKU_1857,123247,18,31.83,0.42,572.52
2020-01-05 07:00,SKU_1951,124300,8,46.19,0.1,369.42
2020-01-05 08:00,SKU_1481,567281,43,57.77,0.1,2484.01
2020-01-05 09:00,SKU_1949,707086,48,15.68,0.23,752.41
2020-01-05 10:00,SKU_1948,633556,34,85.06,0.01,2892.03
2020-01-05 11:00,SKU_1625,448951,22,35.03,0.24,770.42
2020-01-05 12:00,SKU_1585,374329,23,49.73,0.31,1143.48
2020-01-05 13:00,SKU_1971,819064,9,57.1,0.01,513.89
2020-01-05 14:00,SKU_1240,842139,27,65.17,0.12,1759.47
2020-01-05 15:00,SKU_1981,532315,14,12.16,0.2,170.04
2020-01-05 16:00,SKU_1813,616588,20,84.61,0.26,1691.94
2020-01-05 17:00,SKU_1053,336584,26,7.36,0.05,191.31
2020-01-05 18:00,SKU_1670,662332,41,22.68,0.15,929.73
2020-01-05 19:00,SKU_1466,937646,7,10.74,0.44,74.74
2020-01-05 20:00,SKU_1108,476896,24,76.55,0.0,1837.2
2020-01-05 21:00,SKU_1279,148984,9,71.63,0.47,644.2
2020-01-05 22:00,SKU_1664,402918,43,30.59,0.2,1315.17
2020-01-05 23:00,SKU_1674,364712,7,78.42,0.05,548.89
2020-01-06 00:00,SKU_1056,220151,37,91.0,0.42,3366.58
2020-01-06 01:00,SKU_1839,555808,4,19.27,0.07,77.01
2020-01-06 02:00,SKU_1836,233767,11,37.38,0.02,411.16
2020-01-06 03:00,SKU_1213,748663,4,53.39,0.5,213.06
2020-01-06 04:00,SKU_1507,803550,28,31.18,0.38,872.66
2020-01-06 05:00,SKU_1027,236330,49,66.8,0.36,3272.84
2020-01-06 06:00,SKU_1203,580754,27,83.54,0.33,2255.25
2020-01-06 07:00,SKU_1544,401648,17,73.34,0.23,1246.55
2020-01-06 08:00,SKU_1308,788519,40,94.43,0.29,3776.91
2020-01-06 09:00,SKU_1633,113986,6,39.39,0.29,236.05
2020-01-06 10:00,SKU_1527,686146,17,19.05,0.02,323.83
2020-01-06 11:00,SKU_1665,229312,43,87.12,0.45,3745.71
2020-01-06 12:00,SKU_1907,112666,12,98.82,0.25,1185.59
2020-01-06 13:00,SKU_1342,400804,40,45.27,0.08,1810.72
2020-01-06 14:00,SKU_1217,234633,1,19.89,0.28,19.61
2020-01-06 15:00,SKU_1616,388998,29,29.51,0.43,855.36
2020-01-06 16:00,SKU_1588,950937,26,44.69,0.46,1161.48
2020-01-06 17:00,SKU_1086,728776,8,14.92,0.16,119.2
2020-01-06 18:00,SKU_1030,807611,30,39.72,0.08,1191.52
2020-01-06 19:00,SKU_1099,384806,30,69.96,0.27,2098.53
2020-01-06 20:00,SKU_1666,894824,4,52.48,0.37,209.55
2020-01-06 21:00,SKU_1803,130535,24,78.64,0.06,1887.3
2020-01-06 22:00,SKU_1314,475713,26,11.49,0.21,298.53
2020-01-06 23:00,SKU_1494,938688,8,84.06,0.25,672.23
2020-01-07 00:00,SKU_1617,451279,-2,34.06,0.34,-68.46
2020-01-07 01:00,SKU_1470,921654,18,36.0,0.16,647.84
2020-01-07 02:00,SKU_1741,701661,34,59.68,0.34,2028.78
2020-01-07 03:00,SKU_1514,747972,-26,-72.33,1.9720865379714598,1878.60791346203
2020-01-07 04:00,SKU_1733,589570,40,16.31,0.3,652.1
2020-01-07 05:00,SKU_1632,556551,9,3.0,0.41,26.59
2020-01-07 06:00,SKU_1671,373109,20,28.4,0.49,567.51
2020-01-07 07:00,SKU_1782,124538,40,33.55,0.28,1341.72
2020-01-07 08:00,SKU_1997,994498,47,16.09,0.42,755.81
2020-01-07 09:00,SKU_1330,301664,46,76.94,0.04,3539.2
2020-01-07 10:00,SKU_1193,591234,2,65.92,0.46,131.38
2020-01-07 11:00,SKU_1729,999684,43,21.13,0.07,908.52
2020-01-07 12:00,SKU_1190,239182,39,16.36,0.02,638.02
2020-01-07 13:00,SKU_1251,572525,21,49.16,0.36,1032.0
2020-01-07 14:00,SKU_1737,258338,14,85.66,0.02,1199.22
2020-01-07 15:00,SKU_1000,284064,30,38.2,0.42,1145.58
2020-01-07 16:00,SKU_1458,314020,42,63.34,0.42,2659.86
2020-01-07 17:00,SKU_1644,723094,46,23.1,0.0,1062.6
2020-01-07 18:00,SKU_1089,997421,17,90.61,0.18,1540.19
2020-01-07 19:00,SKU_1517,715270,33,81.72,0.29,2696.47
2020-01-07 20:00,SKU_1482,745914,11,83.38,0.35,916.83
2020-01-07 21:00,SKU_1755,219176,42,2.07,0.14,86.8
2020-01-07 22:00,SKU_1644,318126,48,49.42,0.15,2372.01
2020-01-07 23:00,SKU_1115,318969,-19,-3.61,1.0522543262800625,67.5377456737199
2020-01-08 00:00,SKU_1072,222409,8,84.97,0.42,679.34
2020-01-08 01:00,SKU_1155,647707,4,18.03,0.12,72.0
2020-01-08 02:00,SKU_1722,353618,39,72.72,0.11,2835.97
2020-01-08 03:00,SKU_1068,869598,42,25.56,0.27,1073.25
2020-01-08 04:00,SKU_1470,150015,11,83.63,0.35,919.58
2020-01-08 05:00,SKU_1491,872838,21,32.07,0.01,673.46
2020-01-08 06:00,SKU_1299,222096,4,5.05,0.1,20.1
2020-01-08 07:00,SKU_1143,731347,47,5.68,0.49,266.47
2020-01-08 08:00,SKU_1710,285340,-3,85.95,0.26,-258.11
2020-01-08 09:00,SKU_1205,210687,13,89.57,0.47,1163.94
2020-01-08 10:00,SKU_1917,974371,31,74.85,0.01,2320.34
2020-01-08 11:00,SKU_1712,511357,4,97.17,0.38,388.3
2020-01-08 12:00,SKU_1750,835716,16,91.5,0.33,1463.67
2020-01-08 13:00,SKU_1406,205878,40,71.99,0.2,2879.4
2020-01-08 14:00,SKU_1938,827270,49,2.23,0.36,108.91
2020-01-08 15:00,SKU_1579,298286,42,19.62,0.28,823.76
2020-01-08 16:00,SKU_1682,873290,22,22.65,0.32,497.98
2020-01-08 17:00,SKU_1921,874684,30,28.71,0.1,861.2
2020-01-08 18:00,SKU_1296,264899,16,27.83,0.24,445.04
2020-01-08 19:00,SKU_1581,424767,4,19.9,0.17,79.43
2020-01-08 20:00,SKU_1798,961882,25,49.1,0.46,1227.04
2020-01-08 21:00,SKU_1528,979858,39,96.14,0.1,3749.36
2020-01-08 22:00,SKU_1136,479989,42,5.56,0.29,233.23
2020-01-08 23:00,SKU_1218,515515,45,17.82,0.42,801.48
2020-01-09 00:00,SKU_1822,143585,48,37.1,0.16,1780.64
2020-01-09 01:00,SKU_1517,471369,23,61.35,0.22,1410.83
2020-01-09 02:00,SKU_1709,164044,46,14.32,0.19,658.53
2020-01-09 03:00,SKU_1447,542296,45,56.42,0.42,2538.48
2020-01-09 04:00,SKU_1131,209556,2,14.2,0.46,27.94
2020-01-09 05:00,SKU_1362,626981,32,21.19,0.47,677.61
2020-01-09 06:00,SKU_1962,981691,3,2.73,0.09,8.1
2020-01-09 07:00,SKU_1343,867595,-2,-96.08,1.7020875693669621,190.457912430633
2020-01-09 08:00,SKU_1695,300235,8,26.85,0.12,214.68
2020-01-09 09:00,SKU_1017,125939,39,61.55,0.27,2400.18
2020-01-09 10:00,SKU_1415,252906,4,25.53,0.12,102.0
2020-01-09 11:00,SKU_1724,642335,27,92.74,0.45,2503.53
2020-01-09 12:00,SKU_1559,388249,36,5.48,0.07,197.21
2020-01-09 13:00,SKU_1540,175766,48,49.92,0.15,2396.01
2020-01-09 14:00,SKU_1927,508923,48,33.36,0.41,1600.87
2020-01-09 15:00,SKU_1152,515192,9,37.21,0.33,334.56
2020-01-09 16:00,SKU_1331,668550,8,11.0,0.26,87.74
2020-01-09 17:00,SKU_1749,487261,14,39.81,0.12,557.22
2020-01-09 18:00,SKU_1318,910208,49,73.62,0.45,3606.93
2020-01-09 19:00,SKU_1776,785440,38,68.71,0.28,2610.7
2020-01-09 20:00,SKU_1198,752664,3,91.96,0.49,275.39
2020-01-09 21:00,SKU_1525,554589,45,6.88,0.38,309.22
2020-01-09 22:00,SKU_1787,237848,10,90.41,0.44,903.66
2020-01-09 23:00,SKU_1979,717075,33,45.68,0.48,1506.96
2020-01-10 00:00,SKU_1009,227948,18,42.63,0.3,767.04
2020-01-10 01:00,SKU_1138,679304,38,43.62,0.28,1657.28
2020-01-10 02:00,SKU_1166,502690,27,69.79,0.31,1884.02
2020-01-10 03:00,SKU_1146,599046,30,45.35,0.24,1360.26
2020-01-10 04:00,SKU_1402,551269,10,97.8,0.27,977.73
2020-01-10 05:00,SKU_1756,121959,40,68.35,0.2,2733.8
2020-01-10 06:00,SKU_1938,760890,40,60.98,0.33,2438.87
2020-01-10 07:00,SKU_1444,850216,14,16.59,0.11,232.15
2020-01-10 08:00,SKU_1069,890180,47,24.55,0.35,1153.5
2020-01-10 09:00,SKU_1327,328576,7,68.38,0.14,478.52
2020-01-10 10:00,SKU_1832,637833,11,38.46,0.06,423.0
2020-01-10 11:00,SKU_1918,265838,31,76.92,0.31,2384.21
2020-01-10 12:00,SKU_1615,435674,26,43.43,0.4,1128.78
2020-01-10 13:00,SKU_1228,979989,22,87.31,0.19,1920.63
2020-01-10 14:00,SKU_1827,161087,6,60.02,0.27,359.85
2020-01-10 15:00,SKU_1649,693128,20,84.59,0.49,1691.31
2020-01-10 16:00,SKU_1318,218451,43,88.21,0.19,3792.84
2020-01-10 17:00,SKU_1897,547600,15,33.59,0.05,503.8
2020-01-10 18:00,SKU_1035,937437,29,39.91,0.1,1157.29
2020-01-10 19:00,SKU_1629,539792,31,72.68,0.47,2252.61
2020-01-10 20:00,SKU_1254,139353,10,13.14,0.18,131.22
2020-01-10 21:00,SKU_1312,293075,14,15.27,0.36,213.42
2020-01-10 22:00,SKU_1961,314283,9,82.35,0.25,740.9
2020-01-10 23:00,SKU_1334,414877,24,2.27,0.26,54.22
2020-01-11 00:00,SKU_1019,165318,37,4.72,0.07,174.57
2020-01-11 01:00,SKU_1297,865313,28,57.98,0.09,1623.35
2020-01-11 02:00,SKU_1020,582690,19,96.33,0.14,1830.13
2020-01-11 03:00,SKU_1477,516880,29,93.34,0.1,2706.76
2020-01-11 04:00,SKU_1767,691460,20,44.66,0.33,892.87
2020-01-11 05:00,SKU_1759,840976,15,80.11,0.26,1201.39
2020-01-11 06:00,SKU_1471,881239,40,69.95,0.35,2797.65
2020-01-11 07:00,SKU_1961,193264,36,80.56,0.13,2900.03
2020-01-11 08:00,SKU_1677,870746,32,25.03,0.04,800.92
2020-01-11 09:00,SKU_1469,913168,20,33.33,0.43,666.17
2020-01-11 10:00,SKU_1348,325281,21,77.91,0.34,1635.77
2020-01-11 11:00,SKU_1766,737147,36,28.07,0.45,1010.07
2020-01-11 12:00,SKU_1589,998613,28,76.03,0.13,2128.71
2020-01-11 13:00,SKU_1964,494070,38,75.52,0.29,2869.47
2020-01-11 14:00,SKU_1791,452228,6,76.69,0.21,459.93
2020-01-11 15:00,SKU_1793,531839,5,44.21,0.29,220.76
2020-01-11 16:00,SKU_1385,369536,7,20.07,0.09,140.4
2020-01-11 17:00,SKU_1941,417824,45,10.47,0.38,470.77
2020-01-11 18:00,SKU_1876,357426,47,20.21,0.03,949.84
2020-01-11 19:00,SKU_1545,277789,24,49.59,0.37,1189.79
2020-01-11 20:00,SKU_1445,613153,35,26.84,0.3,939.1
2020-01-11 21:00,SKU_1982,842452,29,86.01,0.09,2494.2
2020-01-11 22:00,SKU_1936,937291,-16,-73.6,1.535439956251199,1176.06456004375
2020-01-11 23:00,SKU_1098,225657,14,74.32,0.38,1040.1
2020-01-12 00:00,SKU_1654,335167,35,30.31,0.08,1060.77
2020-01-12 01:00,SKU_1054,781669,4,47.54,0.03,190.13
2020-01-12 02:00,SKU_1002,580671,18,63.78,0.2,1147.84
2020-01-12 03:00,SKU_1331,819094,48,44.99,0.15,2159.37
2020-01-12 04:00,SKU_1933,170467,22,79.66,0.3,1752.22
2020-01-12 05:00,SKU_1434,283734,40,59.5,0.21,2379.79
2020-01-12 06:00,SKU_1912,722794,30,60.15,0.36,1804.14
2020-01-12 07:00,SKU_1485,209751,42,6.7,0.19,281.21
2020-01-12 08:00,SKU_1218,481050,43,79.64,0.45,3424.07
2020-01-12 09:00,SKU_1210,911774,15,13.24,0.39,198.21
2020-01-12 10:00,SKU_1816,792517,43,20.85,0.3,896.25
2020-01-12 11:00,SKU_1495,561079,9,12.69,0.16,114.05
2020-01-12 12:00,SKU_1660,468452,20,83.7,0.45,1673.55
2020-01-12 13:00,SKU_1231,206081,4,88.55,0.35,353.85
2020-01-12 14:00,SKU_1599,713333,1,97.76,0.4,97.36
2020-01-12 15:00,SKU_1919,658986,18,17.39,0.41,312.61
2020-01-12 16:00,SKU_1722,210078,4,85.16,0.19,340.45
2020-01-12 17:00,SKU_1734,967055,28,58.6,0.21,1640.59
2020-01-12 18:00,SKU_1807,122671,7,90.33,0.15,632.16
2020-01-12 19:00,SKU_1147,518400,14,29.94,0.05,419.11
2020-01-12 20:00,SKU_1206,455528,40,28.45,0.38,1137.62
2020-01-12 21:00,SKU_1359,710490,38,80.74,0.04,3068.08
2020-01-12 22:00,SKU_1418,151663,17,25.52,0.06,433.78
2020-01-12 23:00,SKU_1943,115708,39,8.17,0.46,318.17
2020-01-13 00:00,SKU_1738,978338,6,44.62,0.19,267.53
2020-01-13 01:00,SKU_1416,411955,26,60.87,0.49,1582.13
2020-01-13 02:00,SKU_1871,233883,41,70.95,0.35,2908.6
2020-01-13 03:00,SKU_1695,418394,4,14.99,0.33,59.63
2020-01-13 04:00,SKU_1552,212547,-26,-51.94,1.5234671839451164,1348.91653281605
2020-01-13 05:00,SKU_1181,659042,13,34.0,0.23,441.77
2020-01-13 06:00,SKU_1555,851102,34,45.44,0.12,1544.84
2020-01-13 07:00,SKU_1209,862002,46,10.52,0.32,483.6
2020-01-13 08:00,SKU_1848,242483,18,74.28,0.1,1336.94
2020-01-13 09:00,SKU_1967,758271,24,64.47,0.45,1546.83
2020-01-13 10:00,SKU_1249,314835,30,53.55,0.25,1606.25
2020-01-13 11:00,SKU_1511,501896,10,18.87,0.31,188.39
2020-01-13 12:00,SKU_1595,184896,2,18.11,0.31,35.91
2020-01-13 13:00,SKU_1138,577095,43,20.93,0.22,899.77
2020-01-13 14:00,SKU_1989,171295,29,78.99,0.31,2290.4
2020-01-13 15:00,SKU_1986,843974,1,36.68,0.13,36.55
2020-01-13 16:00,SKU_1230,987121,17,38.12,0.43,647.61
2020-01-13 17:00,SKU_1909,373255,22,36.17,0.3,795.44
2020-01-13 18:00,SKU_1937,399648,26,13.63,0.36,354.02
2020-01-13 19:00,SKU_1974,757162,10,85.27,0.21,852.49
2020-01-13 20:00,SKU_1011,108155,8,57.33,0.43,458.21
2020-01-13 21:00,SKU_1979,566872,20,99.49,0.43,1989.37
2020-01-13 22:00,SKU_1272,925816,22,52.22,0.28,1148.56
2020-01-13 23:00,SKU_1487,474705,48,69.23,0.06,3322.98
2020-01-14 00:00,SKU_1089,671542,24,81.18,0.28,1948.04
2020-01-14 01:00,SKU_1973,908350,22,81.86,0.22,1800.7
2020-01-14 02:00,SKU_1024,710269,-11,-44.4,1.6477538873239466,486.752246112676
2020-01-14 03:00,SKU_1537,654594,49,38.66,0.24,1894.1
2020-01-14 04:00,SKU_1942,247718,28,15.63,0.38,437.26
2020-01-14 05:00,SKU_1664,408987,2,77.17,0.39,153.95
2020-01-14 06:00,SKU_1984,745263,42,62.97,0.07,2644.67
2020-01-14 07:00,SKU_1571,458745,37,17.88,0.32,661.24
2020-01-14 08:00,SKU_1059,207512,4,50.17,0.1,200.58
2020-01-14 09:00,SKU_1794,247443,37,57.41,0.1,2124.07
2020-01-14 10:00,SKU_1170,570587,21,86.65,0.04,1819.61
2020-01-14 11:00,SKU_1587,473616,26,9.52,0.25,247.27
2020-01-14 12:00,SKU_1787,757409,15,17.02,0.26,255.04
2020-01-14 13:00,SKU_1446,786976,35,53.85,0.29,1884.46
2020-01-14 14:00,SKU_1719,465871,47,5.53,0.11,259.8
2020-01-14 15:00,SKU_1920,475037,15,38.97,0.38,584.17
2020-01-14 16:00,SKU_1666,907364,22,2.56,0.11,56.21
2020-01-14 17:00,SKU_1691,217796,1,26.49,0.34,26.15
2020-01-14 18:00,SKU_1593,391999,-18,16.98,0.21,-305.85
2020-01-14 19:00,SKU_1009,292506,10,29.31,0.07,293.03
2020-01-14 20:00,SKU_1242,798376,-38,-76.95,0.35,2923.75
2020-01-14 21:00,SKU_1177,369544,48,35.38,0.06,1698.18
2020-01-14 22:00,SKU_1797,480002,1,89.37,0.13,89.24
2020-01-14 23:00,SKU_1256,798002,12,28.41,0.08,340.84
2020-01-15 00:00,SKU_1309,639439,41,13.71,0.22,561.89
2020-01-15 01:00,SKU_1515,690978,24,6.94,0.38,166.18
2020-01-15 02:00,SKU_1214,628787,26,99.22,0.19,2579.53
2020-01-15 03:00,SKU_1902,630583,43,10.51,0.16,451.77
2020-01-15 04:00,SKU_1029,488215,2,36.79,0.27,73.31
2020-01-15 05:00,SKU_1345,421184,-39,84.86,0.28,-3309.82
2020-01-15 06:00,SKU_1064,898615,19,23.45,0.46,445.09
2020-01-15 07:00,SKU_1635,522515,25,7.42,0.1,185.4
2020-01-15 08:00,SKU_1796,768234,39,54.62,0.21,2129.97
2020-01-15 09:00,SKU_1152,478480,1,4.46,0.08,4.38
2020-01-15 10:00,SKU_1039,132711,31,72.24,0.1,2239.34
2020-01-15 11:00,SKU_1025,891971,4,60.43,0.11,241.61
2020-01-15 12:00,SKU_1272,601157,3,23.94,0.24,71.58
2020-01-15 13:00,SKU_1158,284423,36,49.64,0.42,1786.62
2020-01-15 14:00,SKU_1700,616349,11,1.66,0.49,17.77
2020-01-15 15:00,SKU_1775,803714,19,54.66,0.47,1038.07
2020-01-15 16:00,SKU_1580,757917,9,77.72,0.29,699.19
2020-01-15 17:00,SKU_1000,924792,42,6.77,0.43,283.91
2020-01-15 18:00,SKU_1078,837378,41,23.32,0.26,955.86
2020-01-15 19:00,SKU_1227,233272,20,62.74,0.3,1254.5
2020-01-15 20:00,SKU_1326,867836,9,5.75,0.21,51.54
2020-01-15 21:00,SKU_1557,802335,18,81.72,0.02,1470.94
2020-01-15 22:00,SKU_1619,907789,45,33.12,0.38,1490.02
2020-01-15 23:00,SKU_1500,743409,36,21.89,0.3,787.74
2020-01-16 00:00,SKU_1474,177505,42,85.33,0.45,3583.41
2020-01-16 01:00,SKU_1354,102869,32,65.78,0.04,2104.92
2020-01-16 02:00,SKU_1123,881474,4,89.98,0.11,359.81
2020-01-16 03:00,SKU_1986,554351,30,39.67,0.42,1189.68
2020-01-16 04:00,SKU_1659,412252,11,98.0,0.5,1077.5
2020-01-16 05:00,SKU_1977,736584,42,95.54,0.46,4012.22
2020-01-16 06:00,SKU_1423,718467,19,57.43,0.43,1090.74
2020-01-16 07:00,SKU_1251,190272,18,73.03,0.49,1314.05
2020-01-16 08:00,SKU_1513,138467,45,37.86,0.1,1703.6
2020-01-16 09:00,SKU_1733,909760,5,6.75,0.31,33.44
2020-01-16 10:00,SKU_1700,977844,43,33.67,0.37,1447.44
2020-01-16 11:00,SKU_1506,580047,38,26.46,0.19,1005.29
2020-01-16 12:00,SKU_1485,759347,19,14.31,0.25,271.64
2020-01-16 13:00,SKU_1477,158871,20,49.04,0.04,980.76
2020-01-16 14:00,SKU_1582,228391,2,93.45,0.2,186.7
2020-01-16 15:00,SKU_1870,539430,19,88.51,0.48,1681.21
2020-01-16 16:00,SKU_1332,710704,37,28.9,0.17,1069.13
2020-01-16 17:00,SKU_1608,956703,43,99.98,0.08,4299.06
2020-01-16 18:00,SKU_1231,930496,11,91.13,0.45,1001.98
2020-01-16 19:00,SKU_1541,356687,13,10.29,0.05,133.72
2020-01-16 20:00,SKU_1029,825451,20,25.01,0.1,500.1
2020-01-16 21:00,SKU_1726,207450,42,33.58,0.49,1409.87
2020-01-16 22:00,SKU_1172,271890,42,23.12,0.34,970.7
2020-01-16 23:00,SKU_1791,538741,2,14.96,0.17,29.75
2020-01-17 00:00,SKU_1467,381974,9,40.76,0.33,366.51
2020-01-17 01:00,SKU_1475,500109,45,59.5,0.38,2677.12
2020-01-17 02:00,SKU_1951,216381,7,76.65,0.13,536.42
2020-01-17 03:00,SKU_1722,573125,4,89.81,0.31,358.93
2020-01-17 04:00,SKU_1316,671621,48,38.07,0.37,1826.99
